tweet,sentiment_value,sentiment,range,airline,timezone
@SouthwestAir breaking my heart at BWI 9 hrs @business,-21.2132034355964,negative,B,Southwest,Atlantic Time (Canada)
"@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah, that's me.",17.6776695296637,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?",0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir 3 + hrs w/out bags being returned to us after flight 2464 Cancelled Flightled. Maybe put a couple people on it?,-22.1880078490092,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(,29.1920179679905,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir Great #BlackHistoryMonth commercial! Thx!,25,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had,-24.1209075662211,negative,B,Southwest,Atlantic Time (Canada)
"@SouthwestAir is now recruiting for Fall 15, Spring 16 Internships. 
2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118)",-8.83883476483184,negative,B,Southwest,Eastern Time (US & Canada)
"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home.",0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.,0,neutral,C,Southwest,Atlantic Time (Canada)
@SouthwestAir i hope i can be apart of the team with this job opening!,13.3630620956212,positive,D,Southwest,Alaska
@SouthwestAir you Cancelled Flightled my flight to EWR. Flt 3076. U also Cancelled Flightled flights to LGA. Yet @united is flying on time to both. WTH??,-28.2842712474619,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir why are you literally the worst?,-18.8982236504614,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir why can't i reschedule my flight online?,0,neutral,C,Southwest,Central Time (US & Canada)
"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it",9.35414346693485,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir please please please answer the phone. . .,113.389341902768,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying,9.44911182523068,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir I always brag about ur service, but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎",-99.498743710662,negative,A,Southwest,Eastern Time (US & Canada)
"@SouthwestAir you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! 😞😡 flight",-37.5,negative,B,Southwest,Quito
"@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?",3.12771621085612,positive,D,Southwest,Pacific Time (US & Canada)
"@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!",0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.,-26.6666666666667,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint,13.5534369137099,positive,D,Southwest,Atlantic Time (Canada)
@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?,12.0604537831105,positive,D,Southwest,Eastern Time (US & Canada)
"@SouthwestAir hey southwest! Can I see @Imaginedragons in Atlanta? My friend has never been there, loves them, and he is from Taiwan!",0,neutral,C,Southwest,Pacific Time (US & Canada)
@SouthwestAir officially on hold for 2 hours!,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir not letting me DM. # is FSZ4YO,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir we were rebooked on the 5:05 out of MDW.  Some drink coupons could help!,0,neutral,C,Southwest,Central Time (US & Canada)
"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?!",-21.8217890235992,negative,B,Southwest,Eastern Time (US & Canada)
"@SouthwestAir I know where that is! Alas I live far, far away now.",0,neutral,C,Southwest,Pacific Time (US & Canada)
@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW.,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir My flight to KC has been Cancelled Flighted and the next available isn't till Tuesday?! What am I supposed to do for 3 nights?????,-40,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir has the absolute worst customer service when trying to reach them by phone.,-20.0445931434318,negative,B,Southwest,Pacific Time (US & Canada)
"@SouthwestAir coming up on 2hrs on, still haven't spoken to a rep",0,neutral,C,Southwest,Quito
@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,-28.2842712474619,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?,-22.1880078490092,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me,-20.6559111797729,negative,B,Southwest,Seoul
"@SouthwestAir, sev ppl im my office received an apology and 2k. FF miles for this delay, only apologize to select ppl? I got nothing..",36.1813613493316,positive,D,Southwest,Central Time (US & Canada)
".@SouthwestAir Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive",30.2371578407382,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning!,-2.5,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it,6.93375245281536,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖,13.3630620956212,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted, and now sitting on the tarmac in VA.",-40.7040315179981,negative,B,Southwest,Central Time (US & Canada)
"@SouthwestAir @CallMeStanley7 And bring back the \\\""Agent will call you back...\\\"" feature. Why was that ever discontinued???",0,neutral,C,Southwest,Mountain Time (US & Canada)
"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you",8.48874687627165,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir hi, can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!",4.85071250072666,positive,D,Southwest,Mountain Time (US & Canada)
@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,28.8642141265418,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir and @USAirways have Cancelled Flightled flights after 525 pm today due to winter storm. Travelers urged to contact carrier for info.,-28.0624304008046,negative,B,Southwest,Quito
@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,0,neutral,C,Southwest,Mountain Time (US & Canada)
"@SouthwestAir Sent your way, thanks for the help.",21.2132034355964,positive,D,Southwest,Mountain Time (US & Canada)
@SouthwestAir the wait for the bags is longer than the actual flight.,4.33012701892219,positive,D,Southwest,Quito
"@SouthwestAir Sure was,  with @Delta  looks like I'll make my birthday celebration after all.",54.788554592047,positive,E,Southwest,Central Time (US & Canada)
@SouthwestAir   Where the heck are the bags for Chicago 408. It has been an hour,-8.33333333333333,negative,B,Southwest,Quito
"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund",-7.27606875108999,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir no. Told to call cust service on monday,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!,-21.3808993529939,negative,B,Southwest,Quito
@southwestair y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!,-42.7617987059879,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir microsecond too Late Flight so very very sad 😂😂😂😂😂😭😭😭😭😢😢😢😢,-51.6666666666667,negative,A,Southwest,Central Time (US & Canada)
@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,-10.9108945117996,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!,60,positive,E,Southwest,Central Time (US & Canada)
@SouthwestAir have five people shown up yet,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir Left my computer on the plane. Two weeks Late Flightr they found it and sent it to me. #greatservice.,0,neutral,C,Southwest,Pacific Time (US & Canada)
@SouthwestAir fortunately didn't have to. The flight took off on time.,-44.7213595499958,negative,B,Southwest,Atlantic Time (Canada)
@SouthwestAir I've been on hold for the last 2 hours - no progress #pleasehelp #stranded #whenitsnowsitpours #tgcyaLate Flightr,6.25,positive,D,Southwest,Quito
@SouthwestAir That's an awesome library.,53.6656314599949,positive,E,Southwest,Eastern Time (US & Canada)
"@SouthwestAir, answered right away for a new res, but can't rebook the people that were supposed to leave today? Worst customer service.",49.611152449509,positive,D,Southwest,Quito
@SouthwestAir horrible flight!,-43.3012701892219,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir @ LAX is almost a mess. For some reason the express bag drop is slower than the full service line. http://t.co/ORY89eEGek,-6.12372435695794,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.,-18.8561808316413,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir Can I do the same thing as changing a ticket by Cancelled Flighting my current ticket &amp; buying a replacement online?,-17.0560573084488,negative,B,Southwest,Mountain Time (US & Canada)
@SouthwestAir How to I rebook on-line when it keeps telling me that it's a reserv number for a past date (this morning)? Holding for 2hrs.,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir thanks so much just had to make a Cancelled Flightlation! I've sent u the info.,8.44231764817738,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir thanks. What's your opinion on chances of getting in okay tomorrow?,42.4264068711928,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir can you provide direct assistance? My colleague and I cannot re-book b/c the ticket was booked via a corporate account.,65.3197264742181,positive,E,Southwest,Quito
@SouthwestAir flying back to Denver tomorrow. Should I rebook?,4.08248290463863,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir flight just Cancelled Flighted. Can you help me rebook?,-35.7770876399966,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir can you follow me so I can send the DM?,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir I never got my flight confirmation. I've been on hold for an hour and I can't get info online. What am I to do?,0,neutral,C,Southwest,Quito
@SouthwestAir follow for a DM please. Need to confirm a Cancelled Flighted reservation,40.8248290463863,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir He is going to file a formal complaint, this should have never happened. Please direct us to the right department.",8.01783725737273,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir I am trying to change a ticket for travel on Monday that cannot be changed online. Anyway faster than waiting on hold?,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir have a prompt for consumers for prompt for customer service instead of having customers on hold for 1.5 hrs,27.5298880644674,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir hire more customer service agents. And hour and a half is too long to hold,44.0908153700972,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir, been on hold for an over an hour now - when can we expect some customer service?",9.70142500145332,positive,D,Southwest,Quito
"@SouthwestAir I'm upset because we were lied to. Was told ice on runway, but EVERY other carrier was able to fly. Airport confirmed no ice!",-44.1941738241592,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir What do you call that??!!,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir My husband is responding to him and he insist to remove him from the seat. BTW signs are in both English and Spanish.,-12.5,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir can you follow and we'll proceed?,0,neutral,C,Southwest,Central Time (US & Canada)
"@SouthwestAir because according to the flight attendant my husband doesn't talk english, when the fact is that he understand and talks it",4.26401432711221,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir Bad enough that there is no seat assigned he's  seating at an exit seat and a male flight attendant removes him from there,-12.2474487139159,negative,B,Southwest,Eastern Time (US & Canada)
"@SouthwestAir there's a current Cancelled Flightlation in Indianapolis, my girlfriend is stranded. Any ideas, or help you can provide?",-51.9615242270663,negative,A,Southwest,Central Time (US & Canada)
@SouthwestAir My husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago.,-10.4257207028537,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir I've been on hold almost an hour! I LUV y'all but #ImJustSaying 😔😔😔 http://t.co/t6fYyBHjhL,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir is really gonna hear my mouth about this bag situation.,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir you guys need better communication to your customers. This is rude and unprofessional.,26.6666666666667,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir I wrote to your customer support on Monday re: a Cancelled Flighted flight but haven't heard back. Any idea what's up? Thanks.,-7.07106781186548,negative,B,Southwest,Mountain Time (US & Canada)
@SouthwestAir any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? I've got an 8hr drive in snow if it is 😢,-22.1880078490092,negative,B,Southwest,Central Time (US & Canada)
.@SouthwestAir received an error online and have been on hold for over 1.5 hours. Completely unacceptable.,-11.0940039245046,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285,25,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir trying to get anyone on phone. Flt Cancelled Flighted. Please get me to Denver.,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir trying to rebook flight. On hold for 23 mins before disconnected and now almost 40 mins? Unbelievable. http://t.co/0BJNz4EIX5,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir You guys are just being disrespectful at this point... learned my lesson about this airline,-23.7170824512628,negative,B,Southwest,Quito
@SouthwestAir been on hold for 20 mins to Cancelled Flight my reservation. Can you assist?,-24.1209075662211,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3,43.3012701892219,positive,D,Southwest,Pacific Time (US & Canada)
"@SouthwestAir On hold over 2 hrs and got cutoff !Cancelled Flightled my flight, now can't get to booked cruise in Florida! Terrible customer service!",0,neutral,C,Southwest,Quito
@SouthwestAir I've been on hold for over an hour and counting…just need a simple name change http://t.co/5Siczx1oez,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,18.9736659610103,positive,D,Southwest,Quito
"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir We have been waiting for almost 3 hours trying to rebook flights. PLEASE help us get through to someone.,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir Never felt better taken care of! Indian aunties are the gold standard. Thanks Aruna! http://t.co/aypyaDUY6a,-68.0336051416609,negative,A,Southwest,Central Time (US & Canada)
"@SouthwestAir 2 hours on hold trying to reschedule Cancelled Flightled flight. Hold music stopped, but no one's answering. How can I reach a rep?",-25.298221281347,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir I thought you guys were the best airline...I've been on hold for an hour!,12.5,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir DM sent.  Thank you.,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir Had to pay a $25 fare difference on a change but can't seem to find the receipt for it. How can I get a copy for reimbursement,-2.29415733870562,negative,B,Southwest,Atlantic Time (Canada)
"@SouthwestAir VERY frustrated. Saw seats avail. online for pref alt. flight, unable to book online, lost those seats during &gt;2 hr phone hold",-77.9422863405995,negative,A,Southwest,Mountain Time (US & Canada)
@SouthwestAir would love Tix for Velour show-entered every contest and still haven't won :(,-33.407655239053,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!,18.3532587096449,positive,D,Southwest,Quito
@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir finally through thx,20,positive,D,Southwest,Mountain Time (US & Canada)
@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.,-37.5,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir Can't DM you because you don't follow me.,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir Yes. I figured an hour was a long enough time to hold before giving up. Can somebody call me?,56.5685424949238,positive,E,Southwest,Central Time (US & Canada)
@SouthwestAir - been on hold forever. My first flight was Cancelled Flightled but my 2nd flight is still on time - HELP!,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,41.3672575837461,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir is anyone answering phones to rebook Cancelled Flightled flights?,-25.298221281347,negative,B,Southwest,Pacific Time (US & Canada)
@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,33.3333333333333,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany,-55.7831937583566,negative,A,Southwest,Quito
"@SouthwestAir where are our pilots? Plane is here flight says it's still on time, but we should of been off the ground 15 minutes ago.",0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir on hold for over an hour twice?  Terrible.,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? @SouthwestAir,0,neutral,C,Southwest,Pacific Time (US & Canada)
@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow.,10.3279555898864,positive,D,Southwest,Atlantic Time (Canada)
@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer?,0,neutral,C,Southwest,Pacific Time (US & Canada)
@SouthwestAir Been on hold for over an hour - any chance someone can help me on here?,6.25,positive,D,Southwest,Quito
@SouthwestAir Plz consider customers you're losing to #AA for 🚫 the KC ↔️ OKC directs.,-20.8012573584461,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏,20.0445931434318,positive,D,Southwest,Atlantic Time (Canada)
"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",42.7617987059879,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir - i needed refund on my Cancelled Flightled flights this morning and had been on hold for more than an hour X 3. what to do?,0,neutral,C,Southwest,Eastern Time (US & Canada)
"@southwestair Cancelled Flightling flights due to winter weather is totally understandable, but it would sure be nice if you would answer your phones.",31.7984481437039,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with @USAirways instead! Lots of room there!,-22.9128784747792,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2,28.8675134594813,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir Flight 4315 (N231WN) taxis at @FlyTPA prior to flight to @Fly_Nashville http://t.co/IDRa8keNoH,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay.,0,neutral,C,Southwest,Mountain Time (US & Canada)
@SouthwestAir almost an hour on hold for swa is inexcusable,-15.8113883008419,negative,B,Southwest,Central Time (US & Canada)
@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :),33.5410196624968,positive,D,Southwest,Atlantic Time (Canada)
"@SouthwestAir Thanks for not telling us our flight was Cancelled Flightled, not helping us in anyway and ruining my birthday.",-43.6033255612459,negative,B,Southwest,Central Time (US & Canada)
"@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook",-4.56435464587638,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir loving the boarding to go to Chicago #KeepItMovin',25,positive,D,Southwest,Central Time (US & Canada)
@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.,-8.22192191643778,negative,B,Southwest,Mountain Time (US & Canada)
@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir rocks - @AmericanAir horror,-50,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT,31.8198051533946,positive,D,Southwest,Pacific Time (US & Canada)
@SouthwestAir @Imaginedragons #DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw,-15.8113883008419,negative,B,Southwest,Alaska
"@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2",-25,negative,B,Southwest,Atlantic Time (Canada)
@SouthwestAir I need your help but no one will pick up the phone.,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir were you handing out tickets while I was sleep ?,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10,-28.2842712474619,negative,B,Southwest,Quito
"@SouthwestAir why did I not receive drink coupons with 65,000 points? But all my friends did?",0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc,0,neutral,C,Southwest,Eastern Time (US & Canada)
@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!,-26.6666666666667,negative,B,Southwest,Quito
@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight,0,neutral,C,Southwest,Mountain Time (US & Canada)
@southwestair Grand total from landing to getting bag: one hour. That's very sad.,15.8113883008419,positive,D,Southwest,Eastern Time (US & Canada)
@southwestair Your staff was really kind about the flight delay. Luggage? Not at all. Very disappointing.,-14.2302494707577,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir Hey southwest! I wanna go to see @Imaginedragons ! You guys are a lot better then jet blue.,0,neutral,C,Southwest,Pacific Time (US & Canada)
"@southwestair Landed an hour Late Flight from IND to DEN, and 40+ min Late Flightr, our bags are not here. Not cool.",-11.4707866935281,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!,0,neutral,C,Southwest,Pacific Time (US & Canada)
@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,-30.6186217847897,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad,18.8561808316413,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,3.01511344577764,positive,D,Southwest,Eastern Time (US & Canada)
"@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!",0,neutral,C,Southwest,Pacific Time (US & Canada)
"@SouthwestAir sucks. Passengers leaving the plane to make room luggage, checking luggage and getting back on. Delayed flights to same city.",-35.3553390593274,negative,B,Southwest,Pacific Time (US & Canada)
@SouthwestAir how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account.,20,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?",4.9029033784546,positive,D,Southwest,Quito
@SouthwestAir every other city on your nationwide sale has fabulous fares. Why nothing from Buffalo? except for 2 cities?,15.0755672288882,positive,D,Southwest,Eastern Time (US & Canada)
@SouthwestAir I have a voucher w swa that expires 4/10. An extension would be a lot of luv,0,neutral,C,Southwest,Central Time (US & Canada)
"@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to \\\""ice in Indy\\\"". Sitting here in Indy, it is bone dry. Tomorrow 4-6\\\"" of snow.",-8.01783725737273,negative,B,Southwest,Eastern Time (US & Canada)
@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out,0,neutral,C,Southwest,Central Time (US & Canada)
@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?,26.6666666666667,positive,D,Southwest,Quito
"@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",4.47213595499958,positive,D,Southwest,Central Time (US & Canada)
"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",54,positive,E,Southwest,Central Time (US & Canada)
@SouthwestAir Cancelled Flightled my flight and I'm stranded in St. Louis. Not sure what to do. No other flight until tomorrow. Am I to sleep in airpt,-54.2720420239975,negative,A,Southwest,Quito
"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",18.3532587096449,positive,D,Southwest,Eastern Time (US & Canada)
"@SouthwestAir - stuck on the runway, again. Delayed on Wednesday. Not a good way to take care of your loyal customers.",-10.2062072615966,negative,B,Southwest,Mountain Time (US & Canada)
@SouthwestAir first time flying with you. You've definitely won me over!,4.08248290463863,positive,D,Southwest,Atlantic Time (Canada)
