,airline_sentiment,airline,text,user_timezone
9195,negative,US Airways,@USAirways terrible service,NA
9196,negative,US Airways,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,",NA
9197,negative,US Airways,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,Mountain Time (US & Canada)
9198,negative,US Airways,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account.",NA
9199,negative,US Airways,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,NA
9200,negative,US Airways,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",Quito
9201,negative,US Airways,"@USAirways yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/",NA
9202,negative,US Airways,"@USAirways Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?",Eastern Time (US & Canada)
9203,neutral,US Airways,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,NA
9204,negative,US Airways,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,NA
9205,negative,US Airways,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What’s up?",Eastern Time (US & Canada)
9206,neutral,US Airways,@USAirways thank you.,Quito
9207,negative,US Airways,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",NA
9208,negative,US Airways,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,NA
9209,negative,US Airways,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,NA
9210,negative,US Airways,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,Pacific Time (US & Canada)
9211,negative,US Airways,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,NA
9212,negative,US Airways,@USAirways ... I f@$%ing hate you.,Alaska
9213,negative,US Airways,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,NA
9214,negative,US Airways,"@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL",Eastern Time (US & Canada)
9215,negative,US Airways,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but,NA
9216,negative,US Airways,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks.",Quito
9217,neutral,US Airways,"@USAirways yes, with Delta!",NA
9218,negative,US Airways,@USAirways well I thought they had hours ago but just found out that no I do not have a seat,Central Time (US & Canada)
9219,negative,US Airways,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable.",Eastern Time (US & Canada)
9220,negative,US Airways,"@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!",NA
9221,negative,US Airways,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO,NA
9222,neutral,US Airways,@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,Quito
9223,positive,US Airways,"@USAirways no worries, your flight attendant took care of it.",Quito
9224,neutral,US Airways,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,Eastern Time (US & Canada)
9225,negative,US Airways,@USAirways I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak,NA
9226,negative,US Airways,@USAirways - 53 minutes on hold for a reservation?,NA
9227,negative,US Airways,@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :),NA
9228,negative,US Airways,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,Eastern Time (US & Canada)
9229,negative,US Airways,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth,Pacific Time (US & Canada)
9230,negative,US Airways,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.,Eastern Time (US & Canada)
9231,negative,US Airways,@USAirways I bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back,NA
9232,negative,US Airways,@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell,Eastern Time (US & Canada)
9233,negative,US Airways,"@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow.",Eastern Time (US & Canada)
9234,negative,US Airways,@USAirways did a pre schooler develop your app? The thing crashes every single time.,Quito
9236,negative,US Airways,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,Quito
9237,negative,US Airways,@USAirways #FAILINGYOURCUSTOMER ONE BY ONE,NA
9238,negative,US Airways,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,Eastern Time (US & Canada)
9239,negative,US Airways,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,NA
9240,negative,US Airways,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers",NA
9241,positive,US Airways,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,Pacific Time (US & Canada)
9242,negative,US Airways,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain,NA
9243,negative,US Airways,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,Atlantic Time (Canada)
9244,negative,US Airways,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening,NA
9246,negative,US Airways,@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never.,Eastern Time (US & Canada)
9247,negative,US Airways,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best,Central Time (US & Canada)
9248,neutral,US Airways,@USAirways I sent email to customer.relations@aa.com. Will this work?,Pacific Time (US & Canada)
9249,negative,US Airways,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.,Central Time (US & Canada)
9250,negative,US Airways,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone,NA
9251,negative,US Airways,@USAirways I lost an ID on your plane and having trouble finding a contact for your lost and found in Cleveland Hopkins Airport. Please Help,Eastern Time (US & Canada)
9252,negative,US Airways,@USAirways I have better Intel than she does!  She said plane is due in at 630.  Flightaware and your own app say 645,NA
9253,negative,US Airways,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed.",NA
9254,negative,US Airways,"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",London
9255,neutral,US Airways,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,NA
9256,negative,US Airways,"@USAirways should, but didn’t.",Central Time (US & Canada)
9257,neutral,US Airways,@USAirways just now but no general announcement,NA
9258,neutral,US Airways,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?,Eastern Time (US & Canada)
9259,neutral,US Airways,@USAirways I’d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.,Central Time (US & Canada)
9260,negative,US Airways,@USAirways i have been patient.. especially the first time. i will never fly with you again,Quito
9261,negative,US Airways,@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,Eastern Time (US & Canada)
9262,negative,US Airways,@USAirways I just want to be heard and to discuss the many issues on my trip,Pacific Time (US & Canada)
9263,negative,US Airways,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.,NA
9264,negative,US Airways,@USAirways very embarrassing.,Central Time (US & Canada)
9265,negative,US Airways,@USAirways I’m still disappointed that it is apparently ok for a Flight Attendant who isn’t up on current policy to argue with a traveler.,Central Time (US & Canada)
9266,negative,US Airways,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... 😉 what about the impossible connection that started this?,Eastern Time (US & Canada)
9267,negative,US Airways,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs,Mountain Time (US & Canada)
9268,negative,US Airways,@USAirways and despite tailwind… Will still be Late Flight.,Central Time (US & Canada)
9269,negative,US Airways,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD,Pacific Time (US & Canada)
9270,positive,US Airways,@USAirways Thanks! Sent you DM re: baggage issues.,Mountain Time (US & Canada)
9271,negative,US Airways,"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",Quito
9272,negative,US Airways,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...,Central Time (US & Canada)
9273,negative,US Airways,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4,NA
9274,negative,US Airways,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,Eastern Time (US & Canada)
9275,negative,US Airways,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude,Arizona
9276,neutral,US Airways,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused,NA
9277,negative,US Airways,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",Eastern Time (US & Canada)
9278,negative,US Airways,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",NA
9279,neutral,US Airways,@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,NA
9280,neutral,US Airways,"@USAirways  I need to email customer service for help and a question, can you please provide the email address?",Eastern Time (US & Canada)
9281,neutral,US Airways,@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy,Eastern Time (US & Canada)
9282,neutral,US Airways,@USAirways  can you help me out?,Eastern Time (US & Canada)
9283,negative,US Airways,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.,Central Time (US & Canada)
9284,neutral,US Airways,@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,Eastern Time (US & Canada)
9285,negative,US Airways,"@USAirways @Gregm528 well there is certainly nothing happening ""in front"" of the scenes. #Noaccountability  #disappointing",Eastern Time (US & Canada)
9286,negative,US Airways,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,Pacific Time (US & Canada)
9287,positive,US Airways,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy,Central Time (US & Canada)
9288,neutral,US Airways,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr,Eastern Time (US & Canada)
9289,negative,US Airways,@USAirways  I will never fly us airways again.,NA
9290,negative,US Airways,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,Central Time (US & Canada)
9291,neutral,US Airways,"@USAirways Can you follow, so I can DM you?",Mountain Time (US & Canada)
9292,negative,US Airways,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail,NA
9293,negative,US Airways,"@USAirways yes, thanks but took forever",NA
9294,negative,US Airways,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,Central Time (US & Canada)
9295,negative,US Airways,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,NA
9296,negative,US Airways,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not?",Central Time (US & Canada)
9297,neutral,US Airways,"@USAirways while I’m asking… 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat.",Central Time (US & Canada)
9298,negative,US Airways,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,Mountain Time (US & Canada)
9299,negative,US Airways,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.,Central Time (US & Canada)
9300,negative,US Airways,@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.,Quito
9301,neutral,US Airways,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,Eastern Time (US & Canada)
9302,negative,US Airways,.@USAirways Have you just given up?,London
9303,negative,US Airways,.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME.,London
9304,negative,US Airways,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA),London
9305,negative,US Airways,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...",Eastern Time (US & Canada)
9306,positive,US Airways,Great management of @USAirways twitter account. Thank you.,Central Time (US & Canada)
9307,negative,US Airways,@USAirways why is it impossible to change / buy preferred seats via your app?,NA
9308,neutral,US Airways,@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,Eastern Time (US & Canada)
9309,neutral,US Airways,@USAirways can you priv chat to help chairman reroute,Eastern Time (US & Canada)
9310,neutral,US Airways,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,Brisbane
9311,negative,US Airways,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways,NA
9312,neutral,US Airways,@USAirways can you help chairman? I am on flight 686 PHX connect 599 SJC will miss connection can you reroute please.,Eastern Time (US & Canada)
9313,negative,US Airways,@USAirways your airway is a joke. I have never dealt with worse service,London
9314,negative,US Airways,@USAirways great. I just called your fucking phone number and she hung up on me,London
9315,positive,US Airways,@USAirways IT HAS BEEN FOUND THANK YOU,Atlantic Time (Canada)
9316,negative,US Airways,@USAirways @hhagerty that's a lie.,NA
9317,neutral,US Airways,"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?",Central Time (US & Canada)
9318,negative,US Airways,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews,Eastern Time (US & Canada)
9319,negative,US Airways,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,Eastern Time (US & Canada)
9320,negative,US Airways,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",NA
9321,negative,US Airways,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat,NA
9322,negative,US Airways,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,Central Time (US & Canada)
9323,negative,US Airways,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously,NA
9324,negative,US Airways,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!,Eastern Time (US & Canada)
9325,neutral,US Airways,@USAirways is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?,NA
9326,positive,US Airways,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,Eastern Time (US & Canada)
9327,negative,US Airways,@USAirways would help if you flew bigger planes into TLH. All my team mates made it to the training but me.,NA
9328,positive,US Airways,@USAirways ok thanks,Eastern Time (US & Canada)
9329,negative,US Airways,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,Eastern Time (US & Canada)
9330,negative,US Airways,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten,Mountain Time (US & Canada)
9331,negative,US Airways,@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane,Eastern Time (US & Canada)
9332,neutral,US Airways,@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?,Eastern Time (US & Canada)
9333,negative,US Airways,"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?",Central Time (US & Canada)
9334,positive,US Airways,@USAirways I'll check it out when I get to the airport. Thanks.,NA
9335,negative,US Airways,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.,Eastern Time (US & Canada)
9336,negative,US Airways,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP,Eastern Time (US & Canada)
9337,positive,US Airways,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",Pacific Time (US & Canada)
9338,negative,US Airways,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,Eastern Time (US & Canada)
9339,negative,US Airways,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.,Quito
9340,negative,US Airways,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",Central Time (US & Canada)
9341,positive,US Airways,@USAirways 4 great flights with no delays! Thank you!,NA
9342,negative,US Airways,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous,Eastern Time (US & Canada)
9343,negative,US Airways,@USAirways Your exchange/credit policies are worthless and shadier than the White House. Dissatisfied to the nines right now.,Alaska
9344,negative,US Airways,@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????,Quito
9345,neutral,US Airways,@USAirways  how does one downgrade a flight?,Eastern Time (US & Canada)
9346,neutral,US Airways,@USAirways I'm shutting my data off for the flight. I want some response by the time I land.  You have 2 hours.,Atlantic Time (Canada)
9347,negative,US Airways,@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,NA
9348,negative,US Airways,@USAirways I will never fly @USAirways again,NA
9349,negative,US Airways,@USAirways the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road,NA
9350,negative,US Airways,@USAirways OFFERING to give up my bag which you usually have to force passengers to do. I am in a state of shock.,Atlantic Time (Canada)
9351,negative,US Airways,@USAirways power trip. I felt completely threatened and unsafe and I am so angry. Derrick Bussey.  DCA. Would like to reiterate that I was,Atlantic Time (Canada)
9352,negative,US Airways,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.,NA
9353,neutral,US Airways,@USAirways and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,Atlantic Time (Canada)
9354,positive,US Airways,@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,Eastern Time (US & Canada)
9355,neutral,US Airways,@USAirways doesn't take into account the $450 it cost 2 rent a car 2 drive home,NA
9356,negative,US Airways,"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",Atlantic Time (Canada)
9357,negative,US Airways,@USAirways you are supposed to be in the business of belong customers; not humiliating them,Atlantic Time (Canada)
9358,negative,US Airways,@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable.,Atlantic Time (Canada)
9359,negative,US Airways,@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset,Atlantic Time (Canada)
9360,negative,US Airways,@USAirways @united really know how to leave someone stranded after a funeral. Props to you guys. Really making this the perfect Monday.,Eastern Time (US & Canada)
9361,negative,US Airways,@USAirways we had a friend there telling the gate attendant and the stewardess what was going on #notourfaultyoudontuseyourgatesright,NA
9362,neutral,US Airways,"@USAirways Am I allowed to carry on a suit bag and carry on bag? My suit bag will hang like a jacket would. It is soft sided, 48""",Quito
9363,positive,US Airways,@USAirways owes Tammy from the Winston-Salem call center for keeping me as a customer!,NA
9364,negative,US Airways,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c,Atlantic Time (Canada)
9365,negative,US Airways,@USAirways with such disrespect I cannot even begin to explain. He has an issue with women and he literally yelled at me and pulled me off,Atlantic Time (Canada)
9366,negative,US Airways,@USAirways what happens if it isn't located,Atlantic Time (Canada)
9367,negative,US Airways,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me,Atlantic Time (Canada)
9368,neutral,US Airways,@USAirways so it's a $25.00 bag fee for a golf bag on a domestic flight?,NA
9369,negative,US Airways,@USAirways is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time,NA
9370,negative,US Airways,@USAirways Thanks but when I asked for a change with no cost for you the only desition was nade by computer. Now is Late Flight,Buenos Aires
9371,neutral,US Airways,"@USAirways hi guys, do you have a general enquires email address please? Thanks David.",NA
9372,negative,US Airways,@USAirways if you actually cared about what you did it would be one thing. Sounds like you don't like being told how lousy your service is.,NA
9373,negative,US Airways,@USAirways you idiots kept an on time plane on the Tarmac for over an hour forcing us to not be there 10 minutes before.,NA
9374,negative,US Airways,@USAirways cust svc just let it slip that previous cust svc lied to me about supervisors &amp; corporate ph#. $200 to change a $130 tix? No thx.,NA
9375,neutral,US Airways,@USAirways following you now,Eastern Time (US & Canada)
9376,neutral,US Airways,@USAirways sorry I didn't realize I wasn't following you,Eastern Time (US & Canada)
9377,negative,US Airways,@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,Central Time (US & Canada)
9378,positive,US Airways,@USAirways I made it! Thanks for the help!,NA
9379,positive,US Airways,@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed,Central Time (US & Canada)
9381,negative,US Airways,@USAirways I have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems. Pls help,Eastern Time (US & Canada)
9382,negative,US Airways,@USAirways 1-2! Rock hit the plane! In a delay now! Never an easy day with US Airways! Ya never fail to let me down!,Eastern Time (US & Canada)
9383,negative,US Airways,@USAirways just an FYI I'll be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got.,NA
9384,negative,US Airways,@USAirways you guys Cancelled Flightled two of my flights yesterday and I checked the bag to Huntsville and it went missing in Philly.,Atlantic Time (Canada)
9385,neutral,US Airways,"@USAirways if I apply for ur credit card, do you automatically get the companion certificate or do I have to wait for it?",Eastern Time (US & Canada)
9386,negative,US Airways,"@USAirways customer service failure aside, one would think you guys would care about inaccurate manifests. I'm sure TSA would.",Quito
9387,negative,US Airways,@USAirways I find it funny that @PHLAirport responds but you don't. Your customer service is the worst. #wedontcarebecauseyoupaidalready,NA
9388,negative,US Airways,@USAirways I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short,NA
9389,negative,US Airways,@USAirways our flight was rebooked with you and we want to change our seats or upgrade to 1st class. Can you help? Phones are down.,Eastern Time (US & Canada)
9390,negative,US Airways,@USAirways I need to speak with a customer service agent today between 5-8pm  I had an unfortunate incident of discrimination today.,NA
9391,negative,US Airways,@USAirways @CLTDouglas slowest baggage claim ever,Eastern Time (US & Canada)
9392,negative,US Airways,@USAirways Don't blame it on weather. Rep at counter cost me entire day - not weather.  Printed Boarding Pass too Late Flight. #TakeResponsibility,Eastern Time (US & Canada)
9393,negative,US Airways,@USAirways too Late Flight.,Buenos Aires
9394,negative,US Airways,@USAirways delays due to refueling are out of your control? If that's true I never want to fly US Airways again,Central Time (US & Canada)
9395,positive,US Airways,@USAirways @AmericanAir shout out to Diane at EYW for helping get us home today instead of tomorrow (even if a little Late Flight!),Eastern Time (US & Canada)
9396,positive,US Airways,@USAirways made it! Just! Huge relief - thanks for your help!,Eastern Time (US & Canada)
9397,negative,US Airways,@USAirways how about now getting us the rest of our bags please? We only received 2 of 5. Can you help with that?,Eastern Time (US & Canada)
9398,negative,US Airways,@usairways im trying to get my dads wheelchair and no one is answering at Dulles.we have tried to call back on.multiple times,Eastern Time (US & Canada)
9400,positive,US Airways,"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)",Eastern Time (US & Canada)
9401,negative,US Airways,@USAirways US 728/Feb 21. Arrive 7 hrs Late Flight; checked car seat missing. No replacement available. Has yet to arrive more than 24 hours Late Flightr.,NA
9402,negative,US Airways,@USAirways you guys lost my luggage,Atlantic Time (Canada)
9403,negative,US Airways,@USAirways US 728/Feb 21 Kim Y says: leaving on 15 minutes once paperwork is done. Wheels up ~ 1.5 hours Late Flightr.,NA
9404,negative,US Airways,@USAirways US 728/Feb 21 Hour 6 on plane when US Airways representative Kim Y enters deteriorating picture. Unhelpful with no assurances.,NA
9405,negative,US Airways,"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",NA
9406,negative,US Airways,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!,NA
9407,neutral,US Airways,"@USAirways US 728. Refuel; we've sat for so long. Pilot announces where the truck is. ""Look, over there to the left!"" Actual announcement.",NA
9408,negative,US Airways,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,NA
9409,neutral,US Airways,@USAirways @AmericanAir trying to chg ticket for staff member leaving org before she can fly.We're a nonprofit-can't you make an exception?,Eastern Time (US & Canada)
9410,negative,US Airways,@USAirways How can I speak to a human? Need 2 find bag delayed 2/21. Website and 800 # are telling me 2 different things! Got hung up on 2x,Quito
9411,negative,US Airways,@USAirways US 728. One water run of the planet's smallest water bottles. Applaud you looking out for the environment.,NA
9412,negative,US Airways,"@USAirways US 728. Nope, not getting off. 3 hours in the plane. 4 pilot announcements. One water run of the planet's smallest water bottles.",NA
9413,neutral,US Airways,"@USAirways US 728 Wait, now a gate opened. Back we go. (Good, maybe we can get off.)",NA
9414,negative,US Airways,"@USAirways US 728 Uh oh, no gate. Now truck will come to us.",NA
9415,negative,US Airways,"@USAirways US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?",NA
9416,negative,US Airways,@USAirways I spent an hour on the phone with them and got no where at all,Atlantic Time (Canada)
9417,negative,US Airways,"@USAirways US 728 then lost ground power three different times. Not only grounded endlessly; now without air, lights, entertainment.",NA
9418,negative,US Airways,"@USAirways US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard.",NA
9419,negative,US Airways,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods.,NA
9420,negative,US Airways,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,Hawaii
9421,negative,US Airways,@USAirways One of your workers was very rude with us. We can tell you in DM cuz it won't be any good publicity...,NA
9422,negative,US Airways,"@USAirways US 728 stated their issues as: plane not moving as cargo door open on plane. Umm, ok. A little strange.",NA
9423,negative,US Airways,@USAirways my flight is delayed so I missed my connecting flight. Stuck in Philadelphia over night and no hotel voucher? Thanks for nothing,Central Time (US & Canada)
9424,neutral,US Airways,@USAirways US 728 stated their issues as: kept plane on ground to allow connecting passengers from other flight to board. Fine. Understand.,NA
9425,negative,US Airways,"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back",NA
9426,negative,US Airways,"@USAirways take a look at 1715. All F seats filled, so someone upgraded their friend instead of following rules.",Quito
9427,negative,US Airways,@USAirways back in line at terminal because phone guy couldn't help.  One person in front of me 20 min wait again? http://t.co/HQHdAD7fvK,Eastern Time (US & Canada)
